"staSeq","locationName","locationDescription","locationType","ylat","xlong","sourceMapScale","horizCollectMethod","horizRefDatum","stateCd","munName","subBasin","adbSegID","hydroID","createDate","createUser","lastUpdateDate","lastUpdateUser"
19116,"Merrick Brook, Unnamed tributary to","US of Brook Rd","River/Stream",41.702272,-72.081942,0,"Interpolation-Satellite","WGS84","CT","SCOTLAND",3803,"","-99","2016-08-10 08:55:00","HagstromN","2021-10-05 14:34:45","BeckerM"
20580,"Ekonk Brook, NNt to","DS Sterling Hill Road","River/Stream",41.702286,-71.864531,0,"Interpolation-Satellite","WGS84","CT","PLAINFIELD",3503,"","","2021-08-06 09:44:00","EltzB","2021-11-17 18:20:50","BeckerM"
16855,"Minor Pond Outflow","US Minor Town Rd","River/Stream",41.7025,-73.0714,24000,"Unknown","NAD83","CT","THOMASTON",6900,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
16751,"Horse Brook","DS of Pickett Rd","River/Stream",41.7025,-71.9131,24000,"Unknown","NAD83","CT","PLAINFIELD",3712,"CT3712-02_01","109003439","2009-01-12 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
14320,"Naugatuck River","at Leadmine Road","River/Stream",41.7026,-73.0639,24000,"GPS-Unspecified","NAD83","CT","THOMASTON",6900,"CT6900-00_06","","1999-03-02 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
19917,"Little River","25 meters above Rte 14","River/Stream",41.70263,-72.054862,0,"Interpolation-Satellite","WGS84","CT","CANTERBURY",3805,"","107000756","2017-08-21 13:37:00","HagstromN","2021-10-05 14:34:45","BeckerM"
18514,"Bull Mountain Brook (""Iron Mountain Stream"")","Within Iron Mountain Preserve (approx. 1/2 mile from trailhead)","River/Stream",41.703229,-73.43034,24000,"Interpolation-Map","NAD83","CT","KENT",6016,"CT6016-03_02","103009848","2013-11-12 10:23:00","LallyMe","2021-12-27 17:18:19","BeckerM"
17641,"Scott Swamp Brook DS","Downstream Doncasters","River/Stream",41.7035,-72.8695,0,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"NOSEG","","2011-06-27 13:11:00","SullivanChris","2021-11-17 18:20:50","BeckerM"
19452,"Hubbard Brook","DS of New London Trnpk","River/Stream",41.703908,-72.593759,0,"Interpolation-Satellite","WGS84","CT","GLASTONBURY",4007,"","106001990","2016-12-23 10:30:00","HagstromN","2021-10-05 14:34:45","BeckerM"
19138,"Poland River","US of Rte 72 north of Preston Rd","River/Stream",41.704014,-73.009085,0,"Interpolation-Satellite","WGS84","CT","PLYMOUTH",4313,"","105001122","2016-09-02 12:25:00","HagstromN","2021-10-05 14:34:45","BeckerM"
20372,"Wildcat Brook","Center of JB Williams Park, in the center of the camping area","River/Stream",41.70418,-72.55282,0,"Interpolation-Satellite","WGS84","CT","GLASTONBURY",4006,"4006.0","106001987","2020-03-02 10:09:00","LiK","2021-10-05 14:34:45","BeckerM"
18418,"Merrick Brook","Upstream Brook Road (near Scotland Elementary School)","River/Stream",41.704327,-72.08177,24000,"Interpolation-Map","NAD83","CT","SCOTLAND",3803,"","107000777","2013-01-24 11:35:00","LallyMe","2021-10-05 14:34:45","BeckerM"
14393,"Pequabuck River","downstream 200 meters Route 6","River/Stream",41.7046,-72.8504,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"CT4315-00_01","","1999-03-02 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
17704,"Hubbard Brook","Downstream of Williams Street West","River/Stream",41.704634,-72.604056,0,"Interpolation-Satellite","WGS84","CT","GLASTONBURY",4007,"","","2011-11-04 14:50:00","BeaucheneM","2015-11-12 09:26:00","Unknown"
18881,"Bantam River","At most upstream West Morris Road Crossing top end of fly fishing only sections","River/Stream",41.70467,-73.25018,0,"Interpolation-Satellite","WGS84","CT","MORRIS",6705,"CT6705-00_02","103009688","2015-03-31 08:34:00","LallyMe","2021-11-17 18:20:50","BeckerM"
16488,"Bass Brook","TBD","River/Stream",41.7047,-72.7986,24000,"Unknown","NAD83","CT","FARMINGTON",4401,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
19588,"Roaring Brook","US of Weir Road","River/Stream",41.704831,-72.518016,0,"Interpolation-Satellite","WGS84","CT","GLASTONBURY",4009,"CT4009-00_02","106003010","2017-04-11 13:49:00","HagstromN","2021-12-27 17:18:18","BeckerM"
16590,"Coppermine Brook","TBD","River/Stream",41.705,-72.9183,24000,"Unknown","NAD83","CT","BRISTOL",4314,"CT4314-00_02","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
17642,"Scott Swamp Brook US","Upstream of Doncasters","River/Stream",41.7052,-72.8703,0,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"NOSEG","","2011-06-27 13:14:00","SullivanChris","2021-11-17 18:20:50","BeckerM"
18243,"Columbia Lake NLA2012","Site C NLA2012","Lake",41.705214,-72.332084,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-07-26 13:44:00","TokarzW","2012-07-26 13:44:00","TokarzW"
18913,"Housatonic River, unnamed tributary to","at Schaghticoke Rd","River/Stream",41.70522,-73.49458,0,"Interpolation-Satellite","WGS84","CT","KENT",6000,"","","2015-09-11 12:26:00","LallyMe","2021-11-17 18:20:50","BeckerM"
15874,"Leonard Pond","at deepest part of lake","Lake",41.706,-73.475,24000,"GPS-Unspecified","NAD83","CT","KENT",6016,"UNKNOWN","","2006-05-12 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18297,"Columbia Lake NLA2012","Site C TRIP2 NLA2012","Lake",41.706478,-72.333047,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-10-31 10:33:00","TokarzW","2012-10-31 10:33:00","TokarzW"
16972,"Pitch Brook","300 M US Pitch Reservoir","River/Stream",41.7067,-73.1619,24000,"Unknown","NAD83","CT","MORRIS",6910,"CT6910-03_01","-99","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
16795,"Lake Waramaug Brook (""Sucker Brook"")","150 M US North Shore Rd","River/Stream",41.7069,-73.3456,24000,"Unknown","NAD83","CT","WARREN",6502,"CT6502-01_01","103009681","2009-01-12 00:00:00","BeaucheneM","2021-12-27 17:18:19","BeckerM"
17193,"Wigwam Brook","US of Blakeslee Rd","River/Stream",41.7069,-73.1492,24000,"Unknown","NAD83","CT","LITCHFIELD",6910,"Needs","103009672","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
17559,"Tenmile River","downstream At Baker Hill Road crossing","River/Stream",41.70699,-72.24752,24000,"Unknown","NAD83","CT","LEBANON",3110,"CT3110-00_01","107000784","2010-04-29 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
19311,"Crow Point Cove (Connecticut River)","center of lake","Lake",41.707,-72.622,0,"Interpolation-Satellite","WGS84","CT","WETHERSFIELD",4000,"","","2016-11-28 10:15:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
19607,"Scott Swamp Brook","RTe 6 middle of sample","River/Stream",41.707114,-72.879462,0,"Interpolation-Satellite","WGS84","CT","FARMINGTON",4315,"","","2017-04-25 12:57:00","HagstromN","2017-04-25 12:57:00","HagstromN"
17137,"Wigwam Brook, tributary to","US Blakeslee Rd","River/Stream",41.7072,-73.1439,24000,"Unknown","NAD83","CT","LITCHFIELD",6910,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
17855,"Moosup River","upstream junction of north main and sterling road","River/Stream",41.70738,-71.829463,24000,"Interpolation-Satellite","NAD83","CT","STERLING",3500,"Needs","109003399","2012-03-16 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
17334,"Bass Brook","DS Stanley Park access road","River/Stream",41.7074,-72.7734,24000,"Interpolation-Map","NAD83","CT","NEW BRITAIN",4401,"Needs","106001995","2009-11-20 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
18296,"Columbia Lake NLA2012","Site B TRIP2 NLA2012","Lake",41.707423,-72.330483,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-10-31 10:32:00","TokarzW","2012-10-31 10:32:00","TokarzW"
18716,"Lake Waramaug","LKW-M Middle of bathing beach","Lake",41.707665,-73.382964,24000,"Interpolation-Map","NAD83","CT","WARREN",6502,"CT6502-00-1-L2_01","","2014-07-02 13:45:00","LizotteT","2021-11-17 18:20:50","BeckerM"
15923,"Lake Waramaug","LKW-2 Right of Lifeguard Chair(s)","Lake",41.7078,-73.3832,24000,"Interpolation-Map","NAD83","CT","WARREN",6502,"CT6502-00-1-L2_01","","2006-05-16 00:00:00","Unknown","2021-04-09 09:38:00","AarrestadA"
16665,"Folly Brook","15 m DS of Crest Rd culvert","River/Stream",41.7078,-72.6797,24000,"Unknown","NAD83","CT","WETHERSFIELD",4005,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18697,"Moosup River (Mo-1)","Moosup River near footbridge at Sterling Park","River/Stream Perennial",41.707899,-71.829777,0,"Interpolation-Satellite","WGS84","CT","STERLING",3500,"","","2014-06-11 08:53:00","GatterEvartsR","2021-11-17 18:20:50","BeckerM"
15922,"Lake Waramaug","LKW-1 Left of Lifeguard Chair(s)","Lake",41.7079,-73.3832,24000,"Interpolation-Map","NAD83","CT","WARREN",6502,"CT6502-00-1-L2_01","","2006-05-16 00:00:00","Unknown","2015-11-12 10:56:00","Unknown"
18244,"Columbia Lake NLA2012","Site D NLA2012","Lake",41.707947,-72.3377,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-07-26 13:49:00","TokarzW","2012-07-26 13:49:00","TokarzW"
17459,"Folly brook","at blue trail crossing Wintergreen Woods off folly brook blvd","River/Stream",41.708,-72.6798,24000,"Interpolation-Map","NAD83","CT","WETHERSFIELD",4005,"never","106003052","2010-01-08 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
14256,"Hubbard Brook","upstream 200 meters Route 2 West crossing","River/Stream",41.7082,-72.5803,24000,"Interpolation-Map","NAD83","CT","GLASTONBURY",4007,"CT4007-00_01","","1999-03-02 00:00:00","Unknown","2021-11-17 18:20:50","BeckerM"
17566,"Exeter  Energy Stormdrain","stormdrain at River","River/Stream",41.7082,-71.8301,24000,"Unknown","NAD83","CT","STERLING",3500,"stormdrain INTO","","2010-05-19 00:00:00","BeaucheneM","2016-02-11 14:39:00","TokarzW"
18242,"Columbia Lake NLA2012","Site B NLA2012","Lake",41.708399,-72.329902,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-07-26 13:42:00","TokarzW","2012-07-26 13:42:00","TokarzW"
15428,"Kaman Aerospace","at final effluent","Facility Industrial",41.7088,-71.8837,24000,"Interpolation-Map","NAD83","CT","PLAINFIELD",3500,"INTO_CT****","","2004-03-12 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
20461,"Wigwam Brook","190m upstream of Blakeslee Road","River/Stream",41.708857,-73.149173,0,"Interpolation-Satellite","WGS84","CT","LITCHFIELD",6910,"","103009672","2020-10-05 08:32:00","AarrestadA","2021-11-17 18:20:50","BeckerM"
17460,"Shepaug River","at Valley Road Pull off just upstream of Route 202","River/Stream",41.7089,-73.2944,24000,"Interpolation-Map","NAD83","CT","WASHINGTON",6700,"Needs","103009692","2010-01-14 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
14257,"Hubbard Brook","downstream 50 meters Route 2 East crossing","River/Stream",41.7089,-72.5843,24000,"GPS-Unspecified","NAD83","CT","GLASTONBURY",4007,"CT4007-00_01","","1999-03-02 00:00:00","Unknown","2021-11-17 18:20:50","BeckerM"
15690,"Moosup River","500 meters downstream confluence with Ekonk Brook","River/Stream",41.7089,-71.8831,24000,"Interpolation-Map","NAD83","CT","PLAINFIELD",3500,"CT3500-00_02","","2005-06-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18298,"Columbia Lake NLA2012","Site D TRIP2 NLA2012","Lake",41.709222,-72.337735,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-10-31 10:35:00","TokarzW","2012-10-31 10:35:00","TokarzW"
15846,"Hubbard Brook, Wetland tributary to","at confluence with Hubbard Brook","Wetland Undifferentiated",41.7093,-72.5822,24000,"Interpolation-Map","NAD83","CT","GLASTONBURY",4007,"UNKNOWN","","2006-01-13 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
18773,"Exeter Swale  Part 3","prior to going underground and exiting at River","Other-Surface Water",41.70947,-71.8283,0,"Interpolation-Satellite","WGS84","CT","STERLING",3500,"","","2014-09-02 13:44:00","GatterEvartsR","2021-11-17 18:20:50","BeckerM"
14258,"Hubbard Brook, Wetland tributary to","in outlet 10 m upstream Route 2 West crossing","Wetland Undifferentiated",41.7097,-72.5828,24000,"GPS-Unspecified","NAD83","CT","GLASTONBURY",4007,"CT4007-00_01","","1999-03-02 00:00:00","Unknown","2021-11-17 18:20:50","BeckerM"
20685,"Blackledge River","Within Gay City State Park, approximately 100m upstream of the red trail","River/Stream",41.709739,-72.449266,0,"Unknown","WGS84","CT","Hebron",4707,"","","2022-02-01 15:51:15","LallyMe","2022-02-01 15:51:15","LallyMe"
18241,"Columbia Lake NLA2012","Site A NLA2012","Lake",41.709911,-72.323477,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-07-26 13:35:00","TokarzW","2012-07-26 13:35:00","TokarzW"
18269,"Chestnut Hill Brook","upsteram of Lake marie, on Joshua Trust Property","River/Stream",41.709985,-72.142375,24000,"GPS-Unspecified","WGS84","CT","WINDHAM",3801,"","","2012-09-07 08:47:00","Unknown","2021-11-17 18:20:50","BeckerM"
18699,"SW-T (SW-7)","Trib entering old stormwater detentionpond not directly from Exeter Pond","Other-Surface Water",41.709997,-71.826328,0,"Interpolation-Satellite","WGS84","CT","STERLING",3500,"","","2014-06-11 09:11:00","GatterEvartsR","2021-11-17 18:20:50","BeckerM"
17113,"Thayer Brook","100 M US Schagticoke Rd","River/Stream",41.710126,-73.491243,24000,"Unknown","NAD83","CT","KENT",6000,"CT6000-24","103009605","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
20464,"Connecticut River","Near the Glastonbury Boathouse","River/Stream",41.71023,-72.61803,0,"Interpolation-Satellite","WGS84","CT","GLASTONBURY",4000,"4000_","","2020-10-29 12:29:00","LallyMe","2020-10-29 12:29:00","LallyMe"
19565,"Post Brook","US fo Bausola Rd","River/Stream",41.710269,-72.360763,0,"Interpolation-Satellite","WGS84","CT","ANDOVER",3108,"","","2017-02-21 13:02:00","HagstromN","2017-02-21 13:03:00","HagstromN"
16991,"Quinebaug River Trib.","Downstream of Route 169","River/Stream",41.7103,-71.9697,24000,"Unknown","NAD83","CT","CANTERBURY",3700,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18295,"Columbia Lake NLA2012","Site A TRIP2 NLA2012","Lake",41.710306,-72.325052,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-10-31 10:30:00","TokarzW","2012-10-31 10:30:00","TokarzW"
18772,"Exeter swale leaving old detntion basin","leaving old detntion basin","Other-Surface Water",41.71036,-71.82605,0,"Interpolation-Satellite","WGS84","CT","STERLING",3500,"","","2014-09-02 13:40:00","GatterEvartsR","2021-11-17 18:20:50","BeckerM"
18771,"Exeter  Swale part 2","across industrial Park Road","Other-Surface Water",41.71046,-71.82698,0,"Interpolation-Satellite","WGS84","CT","STERLING",3500,"","","2014-09-02 13:36:00","GatterEvartsR","2021-11-17 18:20:50","BeckerM"
14888,"Ekonk Brook","between buildings 6 & 7 at condos Gorman Street","River/Stream",41.7109,-71.8778,24000,"GPS-Unspecified","NAD83","CT","PLAINFIELD",3503,"CT3503-00_01","109003452","2002-07-01 00:00:00","BeaucheneM","2021-12-27 17:18:19","BeckerM"
18612,"HB-SW1","Corner near Beemers property 5' down slope","Wetland Undifferentiated",41.710968,-72.581557,0,"Interpolation-Satellite","WGS84","CT","GLASTONBURY",4007,"","","2013-12-10 08:51:00","GatterEvartsR","2021-11-17 18:20:50","BeckerM"
20137,"Hop River, Unnamed tributary to (""Cheney Brook"")","20m Downstream Lake Road (above Andover Lake)","River/Stream",41.7111,-72.3604,0,"Interpolation-Satellite","WGS84","CT","ANDOVER",3108,"3108.0","","2018-11-09 10:19:00","LallyMe","2018-11-09 10:19:00","LallyMe"
16809,"Little River","100 m DS of Downing Brook confluence","River/Stream",41.7111,-72.0553,24000,"Unknown","NAD83","CT","SCOTLAND",3805,"Needs","107000807","2009-01-12 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
20585,"Shepaug River, NNT to","US Valley Road","River/Stream",41.711236,-73.296202,0,"Interpolation-Satellite","WGS84","CT","WASHINGTON",6700,"","","2021-08-06 10:43:00","EltzB","2021-11-17 18:20:50","BeckerM"
18245,"Columbia Lake NLA2012","Site E NLA2012","Lake",41.711553,-72.335974,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-07-26 13:56:00","TokarzW","2012-07-26 13:56:00","TokarzW"
18201,"Columbia Lake","CO-1: Site Z NLA2012 deepest part of lake","Lake",41.711559,-72.330422,24000,"GPS-Unspecified","WGS84","CT","COLUMBIA",3108,"","","2012-04-10 13:51:00","GregoireB","2014-04-02 12:06:00","GregoireB"
20235,"Post Brook","Upstream Route 316","River/Stream",41.711632,-72.36901,0,"Interpolation-Satellite","WGS84","CT","ANDOVER",3108,"CT3108-09_01","107000800","2019-07-15 09:34:00","LallyMe","2021-12-27 17:18:18","BeckerM"
17443,"Willimantic River","below tenmile river","River/Stream",41.7117,-72.2307,24000,"Interpolation-Map","NAD83","CT","WINDHAM",3100,"Needs","","2009-12-15 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
15147,"Willimantic River","200 meters Downstream Windham Mills Bridge","River/Stream",41.7117,-72.2019,24000,"Interpolation-Map","NAD83","CT","WINDHAM",3100,"CT3100-00_01","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
16504,"Bennett Brook","US of buntz rd","River/Stream",41.7117,-72.0117,24000,"Unknown","NAD83","CT","CANTERBURY",3714,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18251,"Columbia Lake NLA2012","Site J TRIP2 NLA2012","Lake",41.711723,-72.320193,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-07-26 14:30:00","TokarzW","2012-10-19 12:19:00","TokarzW"
20134,"Post Brook","Downstream Route 316","River/Stream",41.7118,-72.3683,0,"Interpolation-Satellite","WGS84","CT","ANDOVER",3108,"CT3108-09_01","107000800","2018-11-09 10:09:00","LallyMe","2021-12-27 17:18:18","BeckerM"
18698,"SW-A","Industrial Park rd near subdivison/const lot","Other-Surface Water",41.711803,-71.827604,0,"Interpolation-Satellite","WGS84","CT","STERLING",3500,"","","2014-06-11 09:00:00","GatterEvartsR","2021-11-17 18:20:50","BeckerM"
16005,"Batterson Park Pond","center deep area","Lake",41.7119,-72.7858,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4401,"CT4401-00-1-L1_01","","2006-07-13 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18299,"Columbia Lake NLA2012","Site E TRIP2 NLA2012","Lake",41.711913,-72.334591,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-10-31 10:37:00","TokarzW","2012-10-31 10:37:00","TokarzW"
19969,"Merrick Brook","US middle Brook Street Bridge","River/Stream",41.711961,-72.0828,0,"Interpolation-Satellite","WGS84","CT","SCOTLAND",3803,"","","2017-10-03 12:03:00","HagstromN","2018-01-26 12:16:00","HagstromN"
14838,"Exeter Energy Pond outlet","at pond outlet","Waste Pit",41.712047,-71.824804,24000,"Interpolation-Map","NAD83","CT","STERLING",3500,"INTO_CT****","","2002-04-22 00:00:00","GatterEvartsR","2014-06-11 08:42:00","GatterEvartsR"
20587,"Lake Waramaug Brook, NNT to","DS Curtiss Road","River/Stream",41.712059,-73.345787,0,"Interpolation-Satellite","WGS84","CT","WARREN",6502,"","","2021-08-06 11:00:00","EltzB","2021-11-17 18:20:50","BeckerM"
18951,"Bantam Lake (Litchfield/Morris)","BL-N-1 at deep part of lake in northern cove","Lake",41.7121,-73.20954,24000,"Interpolation-Satellite","WGS84","CT","LITCHFIELD",6705,"CT6705-00-3-L3_01","","2015-10-23 14:24:00","TokarzW","2021-11-17 18:20:50","BeckerM"
14127,"Bantam River","upstream Morris Hill Road/Stoddard Road","River/Stream",41.7122,-73.2457,24000,"Interpolation-Map","NAD83","CT","LITCHFIELD",6705,"CT6705-00_02","","1999-03-02 00:00:00","Unknown","2015-11-12 11:14:00","Unknown"
16971,"Piper Brook","US Willard Ave bridge","River/Stream",41.7122,-72.7369,24000,"Unknown","NAD83","CT","NEWINGTON",4402,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
16739,"Hill Brook","US West Morris Rd","River/Stream",41.7125,-73.2472,24000,"Unknown","NAD83","CT","LITCHFIELD",6705,"Needs","103009603","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
20136,"Andover Lake, Unnamed tributary to (""Skoog Brook"")","10m upstream Lake Road, adjacent Erdoni Road","River/Stream",41.7126,-72.3544,0,"Interpolation-Satellite","WGS84","CT","ANDOVER",3108,"CT3108-10_01","107000627","2018-11-09 10:16:00","LallyMe","2021-12-27 17:18:18","BeckerM"
14837,"Exeter Energy Pond Inlet","at pond inlet","River/Stream",41.712744,-71.823613,24000,"Interpolation-Map","NAD83","CT","STERLING",3500,"Rose","","2002-04-22 00:00:00","GatterEvartsR","2016-02-11 14:48:00","TokarzW"
16589,"Coppermine Brook","100 m US Maltby Rd in Water Dept. Diversion","River/Stream",41.7128,-72.9244,24000,"Unknown","NAD83","CT","BRISTOL",4314,"CT4314-00_02","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18513,"Womenshenuck Brook (Womenshenuk Brook)","Adj Route 341 within Emery Park","River/Stream",41.712841,-73.46587,24000,"Interpolation-Map","NAD27","CT","KENT",6016,"","103009544","2013-11-12 10:15:00","LallyMe","2021-10-05 14:34:45","BeckerM"
14754,"Connecticut River","Just Downstream Putnam Bridge (Route 3)","River/Stream",41.7129,-72.631,24000,"GPS-Unspecified","NAD83","CT","GLASTONBURY",4000,"CT4000-00_03","","2001-04-26 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
19328,"Jurovaty Pond (Bishop Swamp)","c","Lake",41.713,-72.392,0,"Interpolation-Satellite","WGS84","CT","ANDOVER",3107,"","","2016-11-28 10:52:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
17200,"Willimantic River","300 M US of confluence with Natchaug in willimantic town park","River/Stream",41.713,-72.1968,24000,"Unknown","NAD83","CT","WINDHAM",3100,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18250,"Columbia Lake NLA2012","Site J NLA2012","Lake",41.713026,-72.319603,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-07-26 14:26:00","TokarzW","2012-07-26 14:31:00","TokarzW"
15255,"Bantam River","DS of Treatment plant","River/Stream",41.7131,-73.245,24000,"Interpolation-Map","NAD83","CT","LITCHFIELD",6705,"CT6705-00_02","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
14630,"Litchfield WPCF","AT POTW outfall","Facility Municipal Sewage (POTW)",41.7136,-73.245,24000,"Interpolation-Map","NAD83","CT","LITCHFIELD",6705,"INTO_CT****","","2000-04-12 00:00:00","GatterEvartsR","2010-03-12 00:00:00","BeaucheneM"
16317,"Coppermine Brook","Between Stevens Street and Jerome Ave across from Jefferson Ave","River/Stream",41.7137,-72.9261,24000,"Unknown","NAD83","CT","BRISTOL",4314,"CT4314-00_02","","2008-04-11 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
17431,"Tenmile River","100 yds above Willi Confluence","River/Stream",41.7137,-72.2401,24000,"Interpolation-Map","NAD83","CT","COLUMBIA",3110,"Needs","","2009-12-15 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
18248,"Columbia Lake NLA2012","Site H NLA2012","Lake",41.713904,-72.324982,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-07-26 14:15:00","TokarzW","2012-07-26 14:16:00","TokarzW"
18617,"West Aspetuck River","50m upstream Kent Hollow Rd/Anderson Acres","River/Stream",41.714121,-73.39508,0,"Interpolation-Satellite","NAD83","CT","KENT",6500,"","103009540","2013-12-13 15:11:00","LallyMe","2021-10-05 14:34:45","BeckerM"
17016,"Salmon Brook","US of Keeney Cove","River/Stream",41.7144,-72.6194,24000,"Unknown","NAD83","CT","GLASTONBURY",4000,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
16484,"Ballymahack Brook","US of old diversion dam at manfrede property","River/Stream",41.7144,-72.1444,24000,"Unknown","NAD83","CT","WINDHAM",3801,"Needs","","2009-01-12 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
17092,"Sugar Brook","Below Sugar Rd","River/Stream",41.7144,-71.9381,24000,"Unknown","NAD83","CT","PLAINFIELD",3700,"Needs","109003382","2009-01-12 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
17684,"Mill Brook","@ Williamstown Court","River/Stream",41.714401,-72.725071,0,"Interpolation-Satellite","WGS84","CT","NEWINGTON",4402,"","","2011-10-19 14:04:00","IacobucciA","2021-11-17 18:20:50","BeckerM"
18914,"Housatonic River, unnamed tributary to","at mouth, at Kent Rd/Rt 7","River/Stream Intermittent",41.71463,-73.48306,0,"Interpolation-Satellite","WGS84","CT","KENT",6000,"","","2015-09-11 12:29:00","LallyMe","2021-11-17 18:20:50","BeckerM"
14594,"Moosup River","adjacent Route 14 one way (east)","River/Stream",41.7148,-71.8931,24000,"GPS-Unspecified","NAD83","CT","PLAINFIELD",3500,"CT3500-00_02","109003390","1999-09-10 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
18301,"Columbia Lake NLA2012","Site G TRIP2 NLA2012","Lake",41.715,-72.329469,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-10-31 10:44:00","TokarzW","2012-10-31 10:44:00","TokarzW"
18302,"Columbia Lake NLA2012","Site H TRIP2 NLA2012","Lake",41.715158,-72.324133,0,"Interpolation-Satellite","WGS84","CT","COLUMBIA",3108,"","","2012-10-31 10:46:00","TokarzW","2012-10-31 10:46:00","TokarzW"
17162,"West Aspetuck River, tributary to","400 M US Mouth","River/Stream",41.7153,-73.3906,24000,"Unknown","NAD83","CT","KENT",6500,"6500-00-2-R1-trib","103009485","2009-01-12 00:00:00","BeaucheneM","2021-12-27 17:18:19","BeckerM"
16799,"Leadmine Brook","800 M US Rte 222","River/Stream",41.7153,-73.0608,24000,"Unknown","NAD83","CT","HARWINTON",6908,"CT6908-00_01","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
15154,"Freeman Hill Brook (Formerly Negro Hill Brook)","upstream Shrub Road","River/Stream",41.7153,-72.9364,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4314,"CT4314-06_01","105001131","2003-09-22 00:00:00","BeaucheneM","2022-01-05 12:07:25","BeckerM"
